soundName|personName|TRN/TST|soundPath|wrdPath|phnPath|txtPath|gender|region|age|recordDate|birthDate|height|race|education|prompt|start|end
si1872|CMG0|TRN|TIMIT/TRAIN/DR3/FCMG0/SI1872.wav|TIMIT/TRAIN/DR3/FCMG0/SI1872.wrd|TIMIT/TRAIN/DR3/FCMG0/SI1872.phn|TIMIT/TRAIN/DR3/FCMG0/SI1872.txt|F|North Midland|25|02/05/86|04/01/60|167.64|WHT|BS |He kissed her also, and with deep|0|42701
sa1|CMM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |She had your dark suit in greasy wash water all|0|43418
sa2|CMM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |Don't ask me to carry an oily rag like|0|35840
sx420|CMM0|TRN|TIMIT/TRAIN/DR2/FCMM0/SX420.wav|TIMIT/TRAIN/DR2/FCMM0/SX420.wrd|TIMIT/TRAIN/DR2/FCMM0/SX420.phn|TIMIT/TRAIN/DR2/FCMM0/SX420.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |Seamstresses attach zippers with a thimble, needle, and|0|66356
sx183|CMM0|TRN|TIMIT/TRAIN/DR2/FAJW0/SX183.wav|TIMIT/TRAIN/DR2/FAJW0/SX183.wrd|TIMIT/TRAIN/DR2/FAJW0/SX183.phn|TIMIT/TRAIN/DR2/FAJW0/SX183.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |Why else would Danny allow others to|0|47309
sx363|CMM0|TRN|TIMIT/TRAIN/DR2/FAJW0/SX363.wav|TIMIT/TRAIN/DR2/FAJW0/SX363.wrd|TIMIT/TRAIN/DR2/FAJW0/SX363.phn|TIMIT/TRAIN/DR2/FAJW0/SX363.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |The cow wandered from the farmland and became|0|53863
sx93|CMM0|TRN|TIMIT/TRAIN/DR2/FAJW0/SX93.wav|TIMIT/TRAIN/DR2/FAJW0/SX93.wrd|TIMIT/TRAIN/DR2/FAJW0/SX93.phn|TIMIT/TRAIN/DR2/FAJW0/SX93.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |Cut a small corner off each|0|51098
sx273|CMM0|TRN|TIMIT/TRAIN/DR2/FAJW0/SX273.wav|TIMIT/TRAIN/DR2/FAJW0/SX273.wrd|TIMIT/TRAIN/DR2/FAJW0/SX273.phn|TIMIT/TRAIN/DR2/FAJW0/SX273.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |The angry boy answered but didn't look|0|45261
si453|CMM0|TRN|TIMIT/TRAIN/DR2/FCMM0/SI453.wav|TIMIT/TRAIN/DR2/FCMM0/SI453.wrd|TIMIT/TRAIN/DR2/FCMM0/SI453.phn|TIMIT/TRAIN/DR2/FCMM0/SI453.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |Everything went real smooth, the sheriff|0|37991
si1083|CMM0|TRN|TIMIT/TRAIN/DR2/FCMM0/SI1083.wav|TIMIT/TRAIN/DR2/FCMM0/SI1083.wrd|TIMIT/TRAIN/DR2/FCMM0/SI1083.phn|TIMIT/TRAIN/DR2/FCMM0/SI1083.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |The system works as an impersonal|0|40551
si1957|CMM0|TRN|TIMIT/TRAIN/DR2/FCMM0/SI1957.wav|TIMIT/TRAIN/DR2/FCMM0/SI1957.wrd|TIMIT/TRAIN/DR2/FCMM0/SI1957.phn|TIMIT/TRAIN/DR2/FCMM0/SI1957.txt|F|Northern|25|01/09/86|01/30/60|157.48|WHT|HS |Clapping spurs to the bronc, he set off at a sharp canter, with growing|0|70656
sa1|CPM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |She had your dark suit in greasy wash water all|0|43418
sa2|CPM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Don't ask me to carry an oily rag like|0|35840
sx114|CPM0|TRN|TIMIT/TRAIN/DR7/MBOM0/SX114.wav|TIMIT/TRAIN/DR7/MBOM0/SX114.wrd|TIMIT/TRAIN/DR7/MBOM0/SX114.phn|TIMIT/TRAIN/DR7/MBOM0/SX114.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |The cartoon features a muskrat and a|0|38298
sx294|CPM0|TRN|TIMIT/TRAIN/DR7/MBOM0/SX294.wav|TIMIT/TRAIN/DR7/MBOM0/SX294.wrd|TIMIT/TRAIN/DR7/MBOM0/SX294.phn|TIMIT/TRAIN/DR7/MBOM0/SX294.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Should giraffes be kept in small|0|43213
sx24|CPM0|TRN|TIMIT/TRAIN/DR6/MABC0/SX241.wav|TIMIT/TRAIN/DR6/MABC0/SX241.wrd|TIMIT/TRAIN/DR6/MABC0/SX241.phn|TIMIT/TRAIN/DR6/MABC0/SX241.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |The hallway opens into a huge|0|31949
sx204|CPM0|TRN|TIMIT/TRAIN/DR7/MBOM0/SX204.wav|TIMIT/TRAIN/DR7/MBOM0/SX204.wrd|TIMIT/TRAIN/DR7/MBOM0/SX204.phn|TIMIT/TRAIN/DR7/MBOM0/SX204.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Even I occasionally get the Monday|0|33997
sx384|CPM0|TRN|TIMIT/TRAIN/DR7/MBOM0/SX384.wav|TIMIT/TRAIN/DR7/MBOM0/SX384.wrd|TIMIT/TRAIN/DR7/MBOM0/SX384.phn|TIMIT/TRAIN/DR7/MBOM0/SX384.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Please shorten this skirt for|0|29901
si564|CPM0|TRN|TIMIT/TRAIN/DR1/MCPM0/SI564.wav|TIMIT/TRAIN/DR1/MCPM0/SI564.wrd|TIMIT/TRAIN/DR1/MCPM0/SI564.phn|TIMIT/TRAIN/DR1/MCPM0/SI564.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Wine glass heels are to be found in both high and|0|61338
si1194|CPM0|TRN|TIMIT/TRAIN/DR1/MCPM0/SI1194.wav|TIMIT/TRAIN/DR1/MCPM0/SI1194.wrd|TIMIT/TRAIN/DR1/MCPM0/SI1194.phn|TIMIT/TRAIN/DR1/MCPM0/SI1194.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Woe betide the interviewee if he answered|0|44749
si1824|CPM0|TRN|TIMIT/TRAIN/DR1/MCPM0/SI1824.wav|TIMIT/TRAIN/DR1/MCPM0/SI1824.wrd|TIMIT/TRAIN/DR1/MCPM0/SI1824.phn|TIMIT/TRAIN/DR1/MCPM0/SI1824.txt|M|New England|23|01/30/86|02/18/62|167.64|WHT|BS |Positive results start when it goes towards the hand you use to make your|0|67175
sa1|CRE0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |She had your dark suit in greasy wash water all|0|43418
sa2|CRE0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |Don't ask me to carry an oily rag like|0|35840
sx41|CRE0|TRN|TIMIT/TRAIN/DR7/MBAR0/SX419.wav|TIMIT/TRAIN/DR7/MBAR0/SX419.wrd|TIMIT/TRAIN/DR7/MBAR0/SX419.phn|TIMIT/TRAIN/DR7/MBAR0/SX419.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |The football team coach has a watch thin as a|0|46900
sx221|CRE0|TRN|TIMIT/TRAIN/DR7/MCRE0/SX221.wav|TIMIT/TRAIN/DR7/MCRE0/SX221.wrd|TIMIT/TRAIN/DR7/MCRE0/SX221.phn|TIMIT/TRAIN/DR7/MCRE0/SX221.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |Cory attacked the project with extra|0|52942
sx401|CRE0|TRN|TIMIT/TRAIN/DR7/MCRE0/SX401.wav|TIMIT/TRAIN/DR7/MCRE0/SX401.wrd|TIMIT/TRAIN/DR7/MCRE0/SX401.phn|TIMIT/TRAIN/DR7/MCRE0/SX401.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |The taxicab broke down and caused a traffic|0|48539
sx131|CRE0|TRN|TIMIT/TRAIN/DR7/MCRE0/SX131.wav|TIMIT/TRAIN/DR7/MCRE0/SX131.wrd|TIMIT/TRAIN/DR7/MCRE0/SX131.phn|TIMIT/TRAIN/DR7/MCRE0/SX131.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |We plan to build a new beverage|0|40449
sx24|CRE0|TRN|TIMIT/TRAIN/DR6/MABC0/SX241.wav|TIMIT/TRAIN/DR6/MABC0/SX241.wrd|TIMIT/TRAIN/DR6/MABC0/SX241.phn|TIMIT/TRAIN/DR6/MABC0/SX241.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |The hallway opens into a huge|0|31949
si1725|CRE0|TRN|TIMIT/TRAIN/DR7/MCRE0/SI1725.wav|TIMIT/TRAIN/DR7/MCRE0/SI1725.wrd|TIMIT/TRAIN/DR7/MCRE0/SI1725.phn|TIMIT/TRAIN/DR7/MCRE0/SI1725.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |Worn through at the|0|25499
si1121|CRE0|TRN|TIMIT/TRAIN/DR7/MCRE0/SI1121.wav|TIMIT/TRAIN/DR7/MCRE0/SI1121.wrd|TIMIT/TRAIN/DR7/MCRE0/SI1121.phn|TIMIT/TRAIN/DR7/MCRE0/SI1121.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |In either case, they do not appreciate the private detective's|0|58881
si1751|CRE0|TRN|TIMIT/TRAIN/DR7/MCRE0/SI1751.wav|TIMIT/TRAIN/DR7/MCRE0/SI1751.wrd|TIMIT/TRAIN/DR7/MCRE0/SI1751.phn|TIMIT/TRAIN/DR7/MCRE0/SI1751.txt|M|Western|25|01/22/86|09/09/60|182.88|WHT|BS |One more muddleheaded play like that one and they'd be leading him|0|61953
sa1|CRZ0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |She had your dark suit in greasy wash water all|0|43418
sa2|CRZ0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |Don't ask me to carry an oily rag like|0|35840
sx343|CRZ0|TRN|TIMIT/TRAIN/DR6/FAPB0/SX343.wav|TIMIT/TRAIN/DR6/FAPB0/SX343.wrd|TIMIT/TRAIN/DR6/FAPB0/SX343.phn|TIMIT/TRAIN/DR6/FAPB0/SX343.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |The frightened child was gently subdued by his big|0|63079
sx73|CRZ0|TRN|TIMIT/TRAIN/DR6/FAPB0/SX73.wav|TIMIT/TRAIN/DR6/FAPB0/SX73.wrd|TIMIT/TRAIN/DR6/FAPB0/SX73.phn|TIMIT/TRAIN/DR6/FAPB0/SX73.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |Cliff's display was misplaced on the|0|56423
sx253|CRZ0|TRN|TIMIT/TRAIN/DR6/FAPB0/SX253.wav|TIMIT/TRAIN/DR6/FAPB0/SX253.wrd|TIMIT/TRAIN/DR6/FAPB0/SX253.phn|TIMIT/TRAIN/DR6/FAPB0/SX253.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |By eating yogurt, you may live|0|47821
sx433|CRZ0|TRN|TIMIT/TRAIN/DR6/FAPB0/SX433.wav|TIMIT/TRAIN/DR6/FAPB0/SX433.wrd|TIMIT/TRAIN/DR6/FAPB0/SX433.phn|TIMIT/TRAIN/DR6/FAPB0/SX433.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |The overweight charmer could slip poison into anyone's|0|69120
sx163|CRZ0|TRN|TIMIT/TRAIN/DR6/FAPB0/SX163.wav|TIMIT/TRAIN/DR6/FAPB0/SX163.wrd|TIMIT/TRAIN/DR6/FAPB0/SX163.phn|TIMIT/TRAIN/DR6/FAPB0/SX163.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |They remained lifelong friends and|0|50586
si793|CRZ0|TRN|TIMIT/TRAIN/DR7/FCRZ0/SI793.wav|TIMIT/TRAIN/DR7/FCRZ0/SI793.wrd|TIMIT/TRAIN/DR7/FCRZ0/SI793.phn|TIMIT/TRAIN/DR7/FCRZ0/SI793.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |A pool is no place for a shut|0|44852
si1913|CRZ0|TRN|TIMIT/TRAIN/DR7/FCRZ0/SI1913.wav|TIMIT/TRAIN/DR7/FCRZ0/SI1913.wrd|TIMIT/TRAIN/DR7/FCRZ0/SI1913.phn|TIMIT/TRAIN/DR7/FCRZ0/SI1913.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |The gunman nodded, slipping the picture into his breast pocket, saying|0|62362
si2053|CRZ0|TRN|TIMIT/TRAIN/DR7/FCRZ0/SI2053.wav|TIMIT/TRAIN/DR7/FCRZ0/SI2053.wrd|TIMIT/TRAIN/DR7/FCRZ0/SI2053.phn|TIMIT/TRAIN/DR7/FCRZ0/SI2053.txt|F|Western|56|03/04/86|08/30/29|157.48|WHT|HS |He sized up the situation and shook his|0|40551
sa1|CSS0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |She had your dark suit in greasy wash water all|0|43418
sa2|CSS0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |Don't ask me to carry an oily rag like|0|35840
sx300|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SX300.wav|TIMIT/TRAIN/DR4/MCSS0/SX300.wrd|TIMIT/TRAIN/DR4/MCSS0/SX300.phn|TIMIT/TRAIN/DR4/MCSS0/SX300.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |Amoebas change shape|0|37991
sx30|CSS0|TRN|TIMIT/TRAIN/DR7/MAFM0/SX309.wav|TIMIT/TRAIN/DR7/MAFM0/SX309.wrd|TIMIT/TRAIN/DR7/MAFM0/SX309.phn|TIMIT/TRAIN/DR7/MAFM0/SX309.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |The proof that you are seeking is not available in|0|48333
sx210|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SX210.wav|TIMIT/TRAIN/DR4/MCSS0/SX210.wrd|TIMIT/TRAIN/DR4/MCSS0/SX210.phn|TIMIT/TRAIN/DR4/MCSS0/SX210.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |Jeff's toy go-cart never|0|37479
sx390|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SX390.wav|TIMIT/TRAIN/DR4/MCSS0/SX390.wrd|TIMIT/TRAIN/DR4/MCSS0/SX390.phn|TIMIT/TRAIN/DR4/MCSS0/SX390.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |He picked up nine pairs of socks for each|0|47924
sx120|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SX120.wav|TIMIT/TRAIN/DR4/MCSS0/SX120.wrd|TIMIT/TRAIN/DR4/MCSS0/SX120.phn|TIMIT/TRAIN/DR4/MCSS0/SX120.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |The coyote, bobcat, and hyena are wild|0|58164
si750|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SI750.wav|TIMIT/TRAIN/DR4/MCSS0/SI750.wrd|TIMIT/TRAIN/DR4/MCSS0/SI750.phn|TIMIT/TRAIN/DR4/MCSS0/SI750.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |Add a few caraway seeds, too, if you'd|0|44237
si1380|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SI1380.wav|TIMIT/TRAIN/DR4/MCSS0/SI1380.wrd|TIMIT/TRAIN/DR4/MCSS0/SI1380.phn|TIMIT/TRAIN/DR4/MCSS0/SI1380.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |There is little doubt that the students benefit from vocational|0|68608
si688|CSS0|TRN|TIMIT/TRAIN/DR4/MCSS0/SI688.wav|TIMIT/TRAIN/DR4/MCSS0/SI688.wrd|TIMIT/TRAIN/DR4/MCSS0/SI688.phn|TIMIT/TRAIN/DR4/MCSS0/SI688.txt|M|South Midland|24|02/26/86|09/14/61|177.8|WHT|BS |The dead spirits occupied a prominent place in every hope and in every|0|76800
sa1|CTH0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |She had your dark suit in greasy wash water all|0|43418
sa2|CTH0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |Don't ask me to carry an oily rag like|0|35840
sx129|CTH0|TRN|TIMIT/TRAIN/DR7/MAFM0/SX129.wav|TIMIT/TRAIN/DR7/MAFM0/SX129.wrd|TIMIT/TRAIN/DR7/MAFM0/SX129.phn|TIMIT/TRAIN/DR7/MAFM0/SX129.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |Angora cats are furrier than|0|44442
sx309|CTH0|TRN|TIMIT/TRAIN/DR7/MAFM0/SX309.wav|TIMIT/TRAIN/DR7/MAFM0/SX309.wrd|TIMIT/TRAIN/DR7/MAFM0/SX309.phn|TIMIT/TRAIN/DR7/MAFM0/SX309.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |The proof that you are seeking is not available in|0|48333
sx39|CTH0|TRN|TIMIT/TRAIN/DR7/MAFM0/SX39.wav|TIMIT/TRAIN/DR7/MAFM0/SX39.wrd|TIMIT/TRAIN/DR7/MAFM0/SX39.phn|TIMIT/TRAIN/DR7/MAFM0/SX39.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |Barb's gold bracelet was a graduation|0|38196
sx219|CTH0|TRN|TIMIT/TRAIN/DR7/MAFM0/SX219.wav|TIMIT/TRAIN/DR7/MAFM0/SX219.wrd|TIMIT/TRAIN/DR7/MAFM0/SX219.phn|TIMIT/TRAIN/DR7/MAFM0/SX219.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |Nonprofit organizations have frequent fund|0|45773
sx399|CTH0|TRN|TIMIT/TRAIN/DR7/MAFM0/SX399.wav|TIMIT/TRAIN/DR7/MAFM0/SX399.wrd|TIMIT/TRAIN/DR7/MAFM0/SX399.phn|TIMIT/TRAIN/DR7/MAFM0/SX399.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |They assume no burglar will ever enter|0|35943
si579|CTH0|TRN|TIMIT/TRAIN/DR7/MCTH0/SI579.wav|TIMIT/TRAIN/DR7/MCTH0/SI579.wrd|TIMIT/TRAIN/DR7/MCTH0/SI579.phn|TIMIT/TRAIN/DR7/MCTH0/SI579.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |Usually, they titter loudly after they have passed|0|56628
si1209|CTH0|TRN|TIMIT/TRAIN/DR7/MCTH0/SI1209.wav|TIMIT/TRAIN/DR7/MCTH0/SI1209.wrd|TIMIT/TRAIN/DR7/MCTH0/SI1209.phn|TIMIT/TRAIN/DR7/MCTH0/SI1209.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |If disobeyed, the result is turmoil and|0|56116
si1839|CTH0|TRN|TIMIT/TRAIN/DR7/MCTH0/SI1839.wav|TIMIT/TRAIN/DR7/MCTH0/SI1839.wrd|TIMIT/TRAIN/DR7/MCTH0/SI1839.phn|TIMIT/TRAIN/DR7/MCTH0/SI1839.txt|M|Western|26|01/31/86|10/16/59|187.96|WHT|MS |You people don't have adjustable|0|33690
sa1|CTM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |She had your dark suit in greasy wash water all|0|43418
sa2|CTM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |Don't ask me to carry an oily rag like|0|35840
sx270|CTM0|TRN|TIMIT/TRAIN/DR4/MAEB0/SX270.wav|TIMIT/TRAIN/DR4/MAEB0/SX270.wrd|TIMIT/TRAIN/DR4/MAEB0/SX270.phn|TIMIT/TRAIN/DR4/MAEB0/SX270.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |Are holiday aprons available to|0|40960
sx450|CTM0|TRN|TIMIT/TRAIN/DR4/MAEB0/SX450.wav|TIMIT/TRAIN/DR4/MAEB0/SX450.wrd|TIMIT/TRAIN/DR4/MAEB0/SX450.phn|TIMIT/TRAIN/DR4/MAEB0/SX450.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |Roy ignored the spurious data points in drawing the|0|49664
sx180|CTM0|TRN|TIMIT/TRAIN/DR4/MAEB0/SX180.wav|TIMIT/TRAIN/DR4/MAEB0/SX180.wrd|TIMIT/TRAIN/DR4/MAEB0/SX180.phn|TIMIT/TRAIN/DR4/MAEB0/SX180.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |Almost all colleges are now|0|44237
sx360|CTM0|TRN|TIMIT/TRAIN/DR4/MAEB0/SX360.wav|TIMIT/TRAIN/DR4/MAEB0/SX360.wrd|TIMIT/TRAIN/DR4/MAEB0/SX360.phn|TIMIT/TRAIN/DR4/MAEB0/SX360.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |I assume moisture will damage this ship's|0|46388
sx90|CTM0|TRN|TIMIT/TRAIN/DR4/MAEB0/SX90.wav|TIMIT/TRAIN/DR4/MAEB0/SX90.wrd|TIMIT/TRAIN/DR4/MAEB0/SX90.phn|TIMIT/TRAIN/DR4/MAEB0/SX90.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |The Thinker is a famous|0|31130
si720|CTM0|TRN|TIMIT/TRAIN/DR2/MCTM0/SI720.wav|TIMIT/TRAIN/DR2/MCTM0/SI720.wrd|TIMIT/TRAIN/DR2/MCTM0/SI720.phn|TIMIT/TRAIN/DR2/MCTM0/SI720.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |File to a smooth|0|34202
si1350|CTM0|TRN|TIMIT/TRAIN/DR2/MCTM0/SI1350.wav|TIMIT/TRAIN/DR2/MCTM0/SI1350.wrd|TIMIT/TRAIN/DR2/MCTM0/SI1350.phn|TIMIT/TRAIN/DR2/MCTM0/SI1350.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |It gives social guidance and direction and makes for programs of social|0|66970
si1980|CTM0|TRN|TIMIT/TRAIN/DR2/MCTM0/SI1980.wav|TIMIT/TRAIN/DR2/MCTM0/SI1980.wrd|TIMIT/TRAIN/DR2/MCTM0/SI1980.phn|TIMIT/TRAIN/DR2/MCTM0/SI1980.txt|M|Northern|30|02/24/86|08/29/55|182.88|WHT|HS |High, so it only bounce harmlessly but loudly off a car's steel|0|66970
sa1|CXM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Army Brat (moved around)|27|02/24/86|09/07/58|175.26|HIS|HS |She had your dark suit in greasy wash water all|0|43418
sa2|CXM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Army Brat (moved around)|27|02/24/86|09/07/58|175.26|HIS|HS |Don't ask me to carry an oily rag like|0|35840
sx271|CXM0|TRN|TIMIT/TRAIN/DR8/MCXM0/SX271.wav|TIMIT/TRAIN/DR8/MCXM0/SX271.wrd|TIMIT/TRAIN/DR8/MCXM0/SX271.phn|TIMIT/TRAIN/DR8/MCXM0/SX271.txt|M|Army Brat (moved around)|27|02/24/86|09/07/58|175.26|HIS|HS |Be careful not to plow over the flower|0|40039
sx451|CXM0|TRN|TIMIT/TRAIN/DR8/MCXM0/SX451.wav|TIMIT/TRAIN/DR8/MCXM0/SX451.wrd|TIMIT/TRAIN/DR8/MCXM0/SX451.phn|TIMIT/TRAIN/DR8/MCXM0/SX451.txt|M|Army Brat (moved around)|27|02/24/86|09/07/58|175.26|HIS|HS |The thick elm forest was nearly overwhelmed by Dutch Elm|0|58573
sx181|CXM0|TRN|TIMIT/TRAIN/DR8/MCXM0/SX181.wav|TIMIT/TRAIN/DR8/MCXM0/SX181.wrd|TIMIT/TRAIN/DR8/MCXM0/SX181.phn|TIMIT/TRAIN/DR8/MCXM0/SX181.txt|M|Army Brat (moved around)|27|02/24/86|09/07/58|175.26|HIS|HS |Rich looked for spotted hyenas and jaguars on the|0|61748
